ID,Abstract
232,"Bac kground: The Inspir ation4 ( I4 ) mission, the first all-civilian orbital flight mission, in vestigated the ph ysiological effects of shortduration spaceflight through a multi-omic approac h. Despite ad vances, there remains muc h to learn about human adaptation to spaceflight's unique challenges, including micr ogravity, imm une system perturbations, and radiation exposure. Methods:To provide a detailed genetics analysis of the mission, we collected dried blood spots pre-, during, and post-flight for DNA extraction. Telomere length was measured by quantitative PCR, while whole genome and cfDNA sequencing provided insight into genomic stability and immune adaptations. A robust bioinformatic pipeline was used for data analysis, including variant calling to assess mutational burden.Result: Telomere elongation occurred during spaceflight and shortened after return to Earth. Cell-free DNA analysis revealed incr eased imm une cell signatur es post-flight. No significant clonal hematopoiesis of indeterminate potential ( CHIP ) or whole-genome insta bility w as observ ed. The long-term gene expr ession changes acr oss imm une cells suggested cellular adaptations to the space environment persisting months post-flight. Conclusion:Our findings provide valuable insights into the physiological consequences of short-duration spaceflight, with telomere dynamics and immune cell gene expression adapting to spaceflight and persisting after return to Earth. CHIP sequencing data will serve as a reference point for studying the early development of CHIP in astronauts, an understudied phenomenon as previous studies have focused on career astronauts. This study will serve as a reference point for future commercial and non-commercial spaceflight, low Earth orbit ( LEO ) missions, and deep-space exploration."
233,"Two isolates of Fusarium oxysporum, ISS-F3 and ISS-F4, were cultured from the dining table on the International Space Station (ISS). Genomic analyses using EF-1␣ sequences, presence/absence of effector proteins, k-mer comparisons, and single nucleotide polymorphisms indicate that these two strains are genomically different from 65 known sequenced strains. Functional analysis revealed that ISS-F3/F4 had higher relative abundances of polyketide synthase domains than a non-plantpathogenic soil isolate, used for biocontrol properties (Fo47), and a clinical isolate (FOSC-3a). Putative secondary metabolite analysis indicates that ISS-F3/F4 may produce yet-unreported polyketides and nonribosomal peptides. While genomic analysis showed that these ISS strains are unlikely to be plant pathogens, a virulence assay using an immunocompromised Caenorhabditis elegans model of fusariosis revealed that they were virulent and may represent opportunistic pathogens in animals, including humans. However, its effects on the health of immunocompromised humans warrant further study.IMPORTANCE This is the first study to isolate and characterize F. oxysporum isolates from a built environment, as well as one that has been exposed to space. The characterization and analysis of these two genomes may have important implications for the medical, agricultural, and food industries as well as for the health of the crew who coinhabit the ISS with these strains."
234,"In an ongoing microbial tracking investigation of the International Space Station (ISS), several Sphingomonas strains were isolated. Based on the 16S rRNA gene sequence, phylogenetic analysis identified the ISS strains as Sphingomonas sanguinis (n = 2) and one strain isolated from the Kennedy Space Center cleanroom (used to assemble various Mars mission spacecraft components) as Sphingomonas paucimobilis. Metagenomic sequence analyses of different ISS locations identified 23 Sphingomonas species. An abundance of shotgun metagenomic reads were detected for S. sanguinis in the location from where the ISS strains were isolated. A complete metagenomeassembled genome was generated from the shotgun reads metagenome, and its comparison with the whole-genome sequences (WGS) of the ISS S. sanguinis isolates revealed that they were highly similar. In addition to the phylogeny, the WGS of these Sphingomonas strains were compared with the WGS of the type strains to elucidate genes that can potentially aid in plant growth promotion. Furthermore, the WGS comparison of these strains with the well-characterized Sphingomonas sp. LK11, an arid desert strain, identified several genes responsible for the production of phytohormones and for stress tolerance. Production of one of the phytohormones, indole-3-acetic acid, was further confirmed in the ISS strains using liquid chromatography-mass spectrometry. Pathways associated with phosphate uptake, metabolism, and solubilization in soil were conserved across all the S. sanguinis and S. paucimobilis strains tested. Furthermore, genes thought to promote plant resistance to abiotic stress, including heat/cold shock response, heavy metal resistance, and oxidative and osmotic stress resistance, appear to be present in these space-related S. sanguinis and S. paucimobilis strains. Characterizing these biotechnologically important microorganisms found on the ISS and harnessing their key features will aid in the development of self-sustainable long-term space missions in the future.IMPORTANCE Sphingomonas is ubiquitous in nature, including the anthropogenically contaminated extreme environments. Members of the Sphingomonas genus have been identified as potential candidates for space biomining beyond earth. This study describes the isolation and identification of Sphingomonas members from the ISS, which are capable of producing the phytohormone indole-3-acetic acid. Microbial production of phytohormones will help future in situ studies, grow plants beyond low earth orbit, and establish self-sustainable life support systems. Beyond phytohormone production, stable genomic elements of abiotic stress resistance, heavy metal resistance, and oxidative and osmotic stress resistance were identified, rendering the ISS Sphingomonas isolate a strong candidate for biotechnology-related applications."
235,"Multiple strains of a novel yeast belonging to genus Naganishia were isolated from environmental surfaces aboard the International Space Station (ISS). These strains exhibited a phenotype similar to Titan cell (~10 µm diameter) morphology when grown under a combination of simulated microgravity and 5% CO 2 conditions. Confocal, scanning, and transmission electron microscopy revealed distinct morphological differences between the microgravity-grown cells and the standard Earth gravity-grown cells, including larger cells and thicker cell walls, altered intracellular morphology, modifications to extracellular fimbriae, budding, and the shedding of bud scars. Phylogenetic analyses via multi-locus sequence typing indicated that these ISS strains represented a single species in the genus Naganishia and were clustered with Naganishia diffluens. The name Naganishia tulchinskyi is proposed to accommodate these strains, with IF6SW-B1 T as the holotype. The gene ontologies were assigned to the cell morphogenesis, microtubule-based response, and response to UV light, suggesting a variety of phenotypes that are well suited to respond to microgravity and radiation. Genomic analyses also indicated that the extracellular region, outer membrane, and cell wall were among the highest cellular component results, thus implying a set of genes associated with Titan-like cell plasticity. Finally, the highest molecular function matches included cytoskeletal motor activity, microtubule motor activity, and nuclear export signal receptor activity."
236,"BackgroundThe International Space Station (ISS) stands as a testament to human achievement in space exploration. Despite its highly controlled environment, characterised by microgravity, increased CO 2 levels, and elevated solar radiation, microorganisms occupy a unique niche. These microbial inhabitants play a significant role in influencing the health and well-being of astronauts on board. One microorganism of particular interest in our study is Enterobacter bugandensis, primarily found in clinical specimens including the human gastrointestinal tract, and also reported to possess pathogenic traits, leading to a plethora of infections. ResultsDistinct from their Earth counterparts, ISS E. bugandensis strains have exhibited resistance mechanisms that categorise them within the ESKAPE pathogen group, a collection of pathogens recognised for their formidable resistance to antimicrobial treatments. During the 2-year Microbial Tracking 1 mission, 13 strains of multidrugresistant E. bugandensis were isolated from various locations within the ISS. We have carried out a comprehensive study to understand the genomic intricacies of ISS-derived E. bugandensis in comparison to terrestrial strains, with a keen focus on those associated with clinical infections. We unravel the evolutionary trajectories of pivotal genes, especially those contributing to functional adaptations and potential antimicrobial resistance. A hypothesis central to our study was that the singular nature of the stresses of the space environment, distinct from any on Earth, could be driving these genomic adaptations. Extending our investigation, we meticulously mapped the prevalence and distribution of E. bugandensis across the ISS over time. This temporal analysis provided insights into the persistence, succession, and potential patterns of colonisation of E. bugandensis in space. Furthermore, by leveraging advanced analytical techniques, including metabolic modelling, we delved into the coexisting microbial communities"
237,"Klebsiella species, such as Klebsiella pneumoniae, Klebsiella aerogenes, and Klebsiella quasipneumoniae, are opportunistic pathogens that commonly cause infections in humans. Hypervirulent Klebsiella pneumoniae (hvKP) is a subgroup of K. pneumoniae, which has gained attention due to its global dissemination, its capacity to cause invasive infections in community settings among immunocompetent individuals, and its escalating antibiotic resistance levels. Our study presents the first comprehen sive phenotypic and genotypic analysis including mobile genetic elements (MGEs) of Klebsiella isolates from the International Space Station (ISS). The genomes of K. pneu moniae, K. aerogenes, and K. quasipneumoniae offered insights into their antimicrobial resistance, virulence, thermotolerance, disinfectant resistance, and MGEs. All isolates were part of emerging pathogenic lineages with K. quasipneumoniae ST138 presenting spatial and temporal persistence aboard the ISS, possibly due to its genotypic profile encoding for numerous resistance genes to disinfectants and heavy metals. We also report on the isolation of a yersiniabactin-encoding K. pneumoniae, belonging to the emerging high-risk ST101 clone, aboard the ISS. A potential dissemination of hvKp strains on ISS might pose a risk to the immunocompromised crew members. Moreover, MGEs containing virulent loci could enable horizontal gene transfer to other benign microorganisms on the ISS, possibly enhancing their virulence potential. Additionally, some Klebsiella genomes exhibited genetic divergence from their respective lineages, which we hypothesize results from the unique spaceflight associated environmental pressures. These findings underscore the need to monitor microbial communities in space to comprehend their survival mechanisms and implications for human health.IMPORTANCE The International Space Station (ISS) is a unique, hermetically sealed environment, subject to environmental pressures not encountered on Earth, including microgravity and radiation (cosmic ionising/UV). While bacteria's adaptability during spaceflight remains elusive, recent research suggests that it may be species and even clone-specific. Considering the documented spaceflight-induced suppression of the human immune system, a deper understanding of the genomics of potential human pathogens in space could shed light on species and lineages of medical astromicrobio logical significance. In this study, we used hybrid assembly methods and comparative genomics to deliver a comprehensive genomic characterization of 10 Klebsiella isolates retrieved from the ISS. Our analysis unveiled that Klebsiella quasipneumoniae ST138 demonstrates both spatial and temporal persistence aboard the ISS, showing evidence of genomic divergence from its Earth-based ST138 lineage. Moreover, we characterized plasmids from Klebsiella species of ISS origin, which harbored genes for disinfectant resistance and enhanced thermotolerance, suggestin possible adaptive advantages. Furthermore, we identified a mobile genetic element containing a hypervirulence-associ ated locus belonging to a Klebsiella pneumoniae isolate of the ""high-risk"" ST101 clone.Our work provides insights into the adaptability and persistence of Klebsiella species"
238,"Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections. Recently, isolates have been recovered from the air and surfaces onboard the International Space Station (ISS). Pangenomic and functional analyses were carried out to assess their potential impact on astronaut health. Genomes of each ISS isolate, and both clinical and commensal reference strains, were evaluated for their core and unique gene content, acquired antibiotic resistance genes, phage, plasmid content, and virulence traits. In order to determine their potential survival when outside of the human host, isolates were also challenged with three weeks of desiccation at 30% relative humidity. Finally, pathogenicity of the ISS strains was evaluated in the model organism Caenorhabditis elegans. At the culmination of this study, there were no defining signatures that separated known pathogenic strains from the more commensal phenotypes using the currently available resources. As a result, the current reliance on database information alone must be shifted to experimentally evaluated genotypic and phenotypic characteristics of clinically relevant microorganisms."
239,"Urine, humidity condensate, and other sources of non-potable water are processed onboard the International Space Station (ISS) by the Water Recovery System (WRS) yielding potable water. While some means of microbial control are in place, including a phosphoric acid/hexavalent chromium urine pretreatment solution, many areas within the WRS are not available for routine microbial monitoring. Due to refurbishment needs, two flex lines from the Urine Processor Assembly (UPA) within the WRS were removed and returned to Earth. The water from within these lines, as well as flush water, was microbially evaluated. Culture and culture-independent analysis revealed the presence of Burkholderia, Paraburkholderia, and Leifsonia. Fungal culture also identified Fusarium and Lecythophora. Hybrid de novo genome analysis of the five distinct Burkholderia isolates identified them as B. contaminans, while the two Paraburkholderia isolates were identified as P. fungorum. Chromate-resistance gene clusters were identified through pangenomic analysis that differentiated these genomes from previously studied isolates recovered from the point-of-use potable water dispenser and/or current NCBI references, indicating that unique populations exist within distinct niches in the WRS. Beyond genomic analysis, fixed samples directly from the lines were imaged by environmental scanning electron microscopy, which detailed networks of fungalbacterial biofilms. This is the first evidence of biofilm formation within flex lines from the UPA onboard the ISS. For all bacteria isolated, biofilm potential was further characterized, with the B. contaminans isolates demonstrating the most considerable biofilm formation. Moreover, the genomes of the B. contaminans revealed secondary metabolite gene clusters associated with quorum sensing, biofilm formation, antifungal compounds, and hemolysins. The potential production of these gene cluster metabolites was phenotypically evaluated through biofilm, bacterial-fungal interaction, and hemolytic assays. Collectively, these data identify the UPA flex lines as a unique ecological niche and novel area of biofilm growth within the WRS. Further investigation of these organisms and their resistance profiles will enable engineering controls directed toward biofilm prevention in future space station water systems."
240,"During the construction and assembly of the Mars 2020 mission components at two different NASA cleanrooms, several fungal strains were isolated. Based on their colony morphology, two strains that showed yeast-like appearance were further characterized for their phylogenetic position. The species-level classification of these two novel strains, using traditional colony and cell morphology methods combined with the phylogenetic reconstructions using multi-locus sequence analysis (MLSA) based on several gene loci (ITS, LSU, SSU, RPB1, RPB2, CYTB and TEF1), and whole genome sequencing (WGS) was carried out. This polyphasic taxonomic approach supported the conclusion that the two basidiomycetous yeasts belong to hitherto undescribed species. The strain FJI-L2-BK-P3 T , isolated from the Jet Propulsion Laboratory Spacecraft Assembly Facility, was placed in the Naganishia albida clade (Filobasidiales, Tremellomycetes), but is genetically and physiologically different from other members of the clade. Another yeast strain FKI-L6-BK-PAB1 T , isolated from the Kennedy Space Center Payload Hazardous and Servicing Facility, was placed in the genus Cystobasidium (Cystobasidiales, Cystobasidiomycetes) and is distantly related to C. benthicum. Here we propose two novel species with the type strains, Naganishia kalamii sp. nov. (FJI-L2-BK-P3 T = NRRL 64466 = DSM 115730) and Cystobasidium onofrii sp. nov. (FKI-L6-BK-PAB1 T = NRRL 64426 = DSM 114625). The phylogenetic analyses revealed that single gene phylogenies (ITS or LSU) were not conclusive, and MLSA and WGS-based phylogenies were more advantageous for species discrimination in the two genera. The genomic analysis predicted proteins associated with dehydration and desiccation stress-response and the presence of genes that are directly related to osmotolerance and psychrotolerance in both novel yeasts described. Cells of these two newly-described yeasts were exposed to UV-C radiation and compared with N. onofrii, an extremophilic UV-C resistant cold-adapted Alpine yeast. Both novel species were UV resistant, emphasizing the need for collecting and characterizing extremotolerant microbes, including yeasts, to improve microbial reduction techniques used in NASA planetary protection programs."
241,"Low linear energy transfer (LET) gamma rays and high LET HZE (high atomic weight, high energy) particles act as powerful mutagens in both plants and animals. DNA damage generated by HZE particles is more densely clustered than that generated by gamma rays. To understand the genetic requirements for resistance to high versus low LET radiation, a series of Arabidopsis thaliana mutants were exposed to either 1GeV Fe nuclei or gamma radiation. A comparison of effects on the germination and subsequent growth of seedlings led us to conclude that the relative biological effectiveness (RBE) of the two types of radiation (HZE versus gamma) are roughly 3:1. Similarly, in wild-type lines, loss of somatic heterozygosity was induced at an RBE of about a 2:1 (HZE versus gamma). Checkpoint and repair defects, as expected, enhanced sensitivity to both agents. The ""replication fork"" checkpoint, governed by ATR, played a slightly more important role in resistance to HZE-induced mutagenesis than in resistance to gamma induced mutagenesis."
242,"Animals rely on nervous systems to cope with environmental variability, whereas plants are characterized by lack of nervous system but still have evolved systemic communication systems through signaling molecules that trigger long-distance defense signaling events when encountered with environmental challenges. Here, our genetic screening of the previously constructed hairpin RNA-based Arabidopsis library identifies a glutathione (GSH)deficient mutant that has high accumulation of glutamate (Glu), a previously defined wound signal essential for activating plant defense, but disharmoniously exhibits attenuation of defense signaling events. We further uncover GSH as a critical signaling molecule that relies on GLUTAMATE RECEPTOR-LIKE 3.3 (GLR3.3) to trigger long-distance calcium-based defense signaling events in plants. Our findings offer new insights into highly sophisticated systemic defense systems evolved by plants to defend against herbivory and pathogen invasion.Animals rely on well-developed nervous systems to dexterously take prompt movements and rapidly facilitate long-range information exchange in front of the changing environment. In mammalian nervous systems, many different types of chemical substances, including amino acids (e.g., glutamate), monoamines (e.g., dopamine, norepinephrine), acetylcholine, peptides (e.g., substance P), serve as neurotransmitters to bind their corresponding receptors, then activate ion channels, and consequently produce ion flux 1 , thereby inducing membrane potential changes that lead to signal propagation for neurotransmission [1][2][3][4] .Plants are characterized by lack of a nervous system but still have the ability to systematically communicate the environmental signals from the site of perception to the distal tissues 5 . In response to herbivorous insect attack or wounding at local leaves, wound signaling molecules are released at the damaged plant cells, and may bind corresponding receptors to trigger propagation of slow wave potentials (SWPs) [6][7][8][9] , initiate transmission of cytoplasmic calcium ([Ca 2+ ] cyt ) [10][11][12][13][14][15] , and consequently activate biosynthesis of defensive phytohormone jasmonic acid (JA), thereby mediating expression of defenseresponsive genes for systemic defense responses in plants 7,8,11,12,[16][17][18] .Many different types of chemical substances were revealed as neurotransmitters that induce long-distance ionic responses to effectively mediate neurotransmission in mammals 4 . However, in plant kingdom, only an amino acid and a protein, namely the glutamate (Glu) and the recently discovered ""Ricca's factor"" β-THIOGLUCOSIDE GLU-COHYDROLASE (TGG) are so far defined as wound signals that depend on glutamate receptor-like (GLR) protein, the homologous protein of mammalian ionotropic Glu receptors (iGluRs), to activate systemic"
243,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ROOT IN WATER 1 (CRW1) encoding an ETHYLENE-INSENSITIVE3 (EIN3)-BINDING F-BOX PROTEIN (OsEBF1) as the causative gene for the mutant phenotype. We show that the OsCRW1-EIN3 LIKE 1 and 2 (OsEIL1/2)-ETHYLENE RESPONSE FACTOR 82 (OsERF82) module controls the production of reactive oxygen species in the root tip, subsequently impacting root cap stability, polar localization of PIN-FORMED 2 (OsPIN2), symmetric distribution of auxin, and ultimately gravitropic growth of roots. The OsEIL1/2-OsERF82 ethylene signaling module is effectively impeded by applying gentle mechanical resistance to root tips, including growing in water-saturated paddy soil. We further show that mechanosensing-induced calcium signaling is required and sufficient for antagonizing the ethylene signaling pathway. This study has revealed previously unanticipated interplay among ethylene, auxin, and mechanosensing in the control of plant gravitropism."
244,"The trans-Golgi network (TGN) is a dynamic organelle that functions as a relay station for receiving endocytosed cargo, directing secretory cargo, and trafficking to the vacuole. TGN-localized SYP41-interacting protein (TNO1) is a large, TGN-localized, coiled-coil protein that associates with the membrane fusion protein SYP41, a target SNARE, and is required for efficient protein trafficking to the vacuole. Here, we show that a tno1 mutant has auxin transport-related defects. Mutant roots have delayed lateral root emergence, decreased gravitropic bending of plant organs and increased sensitivity to the auxin analog 2,4-dichlorophenoxyacetic acid and the natural auxin 3-indoleacetic acid. Auxin asymmetry at the tips of elongating stage II lateral roots was reduced in the tno1 mutant, suggesting a role for TNO1 in cellular auxin transport during lateral root emergence. During gravistimulation, tno1 roots exhibited delayed auxin transport from the columella to the basal epidermal cells. Endocytosis to the TGN was unaffected in the mutant, indicating that bulk endocytic defects are not responsible for the observed phenotypes. Together these studies demonstrate a role for TNO1 in mediating auxin responses during root development and gravistimulation, potentially through trafficking of auxin transport proteins."
245,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ROOT IN WATER 1 (CRW1) encoding an ETHYLENE-INSENSITIVE3 (EIN3)-BINDING F-BOX PROTEIN (OsEBF1) as the causative gene for the mutant phenotype. We show that the OsCRW1-EIN3 LIKE 1 and 2 (OsEIL1/2)-ETHYLENE RESPONSE FACTOR 82 (OsERF82) module controls the production of reactive oxygen species in the root tip, subsequently impacting root cap stability, polar localization of PIN-FORMED 2 (OsPIN2), symmetric distribution of auxin, and ultimately gravitropic growth of roots. The OsEIL1/2-OsERF82 ethylene signaling module is effectively impeded by applying gentle mechanical resistance to root tips, including growing in water-saturated paddy soil. We further show that mechanosensing-induced calcium signaling is required and sufficient for antagonizing the ethylene signaling pathway. This study has revealed previously unanticipated interplay among ethylene, auxin, and mechanosensing in the control of plant gravitropism."
246,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ROOT IN WATER 1 (CRW1) encoding an ETHYLENE-INSENSITIVE3 (EIN3)-BINDING F-BOX PROTEIN (OsEBF1) as the causative gene for the mutant phenotype. We show that the OsCRW1-EIN3 LIKE 1 and 2 (OsEIL1/2)-ETHYLENE RESPONSE FACTOR 82 (OsERF82) module controls the production of reactive oxygen species in the root tip, subsequently impacting root cap stability, polar localization of PIN-FORMED 2 (OsPIN2), symmetric distribution of auxin, and ultimately gravitropic growth of roots. The OsEIL1/2-OsERF82 ethylene signaling module is effectively impeded by applying gentle mechanical resistance to root tips, including growing in water-saturated paddy soil. We further show that mechanosensing-induced calcium signaling is required and sufficient for antagonizing the ethylene signaling pathway. This study has revealed previously unanticipated interplay among ethylene, auxin, and mechanosensing in the control of plant gravitropism."
247,"This report was designed to compare spaceflight-induced cellular and physiological adaptations of Candida albicans cultured in microgravity on the International Space Station across several payloads. C. albicans is a common opportunistic fungal pathogen responsible for a variety of superficial infections as well as systemic and more severe infections in humans. Cumulatively, the propensity of this organism to be widespread through the population, the ability to produce disease in immunocompromised individuals, and the tendency to respond to environmental stress with characteristics associated with increased virulence, require a better understanding of the yeast response to microgravity for spaceflight crew safety. As such, the responses of this yeast cultivated during several missions using two in-flight culture bioreactors were analyzed and compared herein. In general, C. albicans had a slightly shorter generation time and higher growth propensity in microgravity as compared to terrestrial controls. Rates of cell filamentation differed between bioreactors, but were low and not significantly different between flight and terrestrial controls. Viable cells were retrieved and cultured, resulting in a colony morphology that was similar between cells cultivated in flight and in terrestrial control conditions, and in contrast to that previously observed in a ground-based microgravity analog system. Of importance, yeast demonstrated an increased resistance when challenged during spaceflight with the antifungal agent, amphotericin B. Similar levels of resistance were not observed when challenged with the functionally disparate antifungal drug caspofungin. In aggregate, yeast cells cultivated in microgravity demonstrated a subset of characteristics associated with virulence. In addition, and beyond the value of the specific responses of C. albicans to microgravity, this report includes an analysis of biological reproducibility across flight opportunities, compares two spaceflight hardware systems, and includes a summary of general flight and payload timelines."
248,"Planning long-term space flights necessarily includes issues of providing food for the crew. One of the areas of research is the development of technologies for independent production of food by the crew. Extensive research on lettuce has confirmed that the ""space production"" of lettuce is not inferior to that on Earth, even in the absence of gravity, but the same deep understanding of the quality of grain crops has not yet been achieved. Therefore, the goal of our work is to establish whether the conditions for growing wheat in outer space without gravity affect the weight and basic parameters of the grain, and whether this leads to increased asymmetry of the kernel and distortion of the starch composition. The objects of the study were wheat (Triticum aestivum L.) kernels of the Super Dwarf cultivar. Of which, 100 kernels matured in outer space conditions in the Lada growth chamber on the International Space Station (ISS), and 85 kernels of the control wheat grown in a similar growth chamber under terrestrial conditions. It has been established that kernels from ISS have significant differences to a smaller extent in weight, area, length, and width of the kernel. However, the kernels under both conditions were predominantly large (the average weight of a kernel in space is 0.0362 g, and in terrestrial conditions-0.0376 g). The hypothesis that the level of fluctuating asymmetry will increase in outer space was not confirmed; significant differences between the options were not proven. In general, the kernels are fairly even (coefficients of variation for the main parameters of the kernel are within 6-12%) and with a low or very low level of asymmetry. The length of starch granules of type A in filled and puny kernels is significantly greater in kernels from ISS than in the control, and in terms of the width of starch granules B and roundness indices, both experimental variants are the same. It can be assumed that the baking qualities of earthly kernels will be slightly higher, since the ratio of type B starch granules to type A is 5-8% higher than on the ISS. Also, the width of the aleurone layer cells in mature kernels was significantly inferior to the result obtained on Earth. The work proposes a new method for establishing the asymmetry of kernels without a traumatic effect (in early works, it was supposed to study asymmetry in transverse sections of the kernels). Perhaps this will make it possible to further develop a computer scanning program that will determine the level of asymmetry of the wheat fruit."
249,
250,"Background: Martian regolith (unconsolidated surface material) is a potential medium for plant growth in bioregenerative life support systems during manned missions on Mars. However, hydrated magnesium sulfate mineral levels in the regolith of Mars can reach as high as 10 wt%, and would be expected to be highly inhibitory to plant growth.Methodology and Principal Findings: Disabling ion transporters AtMRS2-10 and AtSULTR1;2, which are plasma membrane localized in peripheral root cells, is not an effective way to confer tolerance to magnesium sulfate soils. Arabidopsis mrs2-10 and sel1-10 knockout lines do not mitigate the growth inhibiting impacts of high MgSO 4 ?7H 2 O concentrations observed with wildtype plants. A global approach was used to identify novel genes with potential to enhance tolerance to high MgSO 4 ?7H 2 O (magnesium sulfate) stress. The early Arabidopsis root transcriptome response to elevated concentrations of magnesium sulfate was characterized in Col-0, and also between Col-0 and the mutant line cax1-1, which was confirmed to be relatively tolerant of high levels of MgSO 4 ?7H 2 O in soil solution. Differentially expressed genes in Col-0 treated for 45 min. encode enzymes primarily involved in hormone metabolism, transcription factors, calcium-binding proteins, kinases, cell wall related proteins and membrane-based transporters. Over 200 genes encoding transporters were differentially expressed in Col-0 up to 180 min. of exposure, and one of the first down-regulated genes was CAX1. The importance of this early response in wildtype Arabidopsis is exemplified in the fact that only four transcripts were differentially expressed between Col-0 and cax1-1 at 180 min. after initiation of treatment.Conclusions/Significance: The results provide a solid basis for the understanding of the metabolic response of plants to elevated magnesium sulfate soils; it is the first transcriptome analysis of plants in this environment. The results foster the development of Mars soil-compatible plants by showing that cax1 mutants exhibit partial tolerance to magnesium sulfate, and by elucidating a small subset (500 vs. .10,000) of candidate genes for mutation or metabolic engineering that will enhance tolerance to magnesium sulfate soils."
251,"The endomembrane system plays essential roles in plant development, but the proteome responsible for its function and organization remains largely uncharacterized in plants. Here, we identified and characterized the HYPERSENSITIVE TO LATRUNCULIN B1 (HLB1) protein isolated through a forward-genetic screen in Arabidopsis thaliana for mutants with heightened sensitivity to actin-disrupting drugs. HLB1 is a plant-specific tetratricopeptide repeat domain-containing protein of unknown function encoded by a single Arabidopsis gene. HLB1 associated with the trans-Golgi network (TGN)/early endosome (EE) and tracked along filamentous actin, indicating that it could link post-Golgi traffic with the actin cytoskeleton in plants. HLB1 was found to interact with the ADP-ribosylation-factor guanine nucleotide exchange factor, MIN7/BEN1 (HOPM INTERACTOR7/BREFELDIN A-VISUALIZED ENDOCYTIC TRAFFICKING DEFECTIVE1) by coimmunoprecipitation. The min7/ben1 mutant phenocopied the mild root developmental defects and latrunculin B hypersensitivity of hlb1, and analyses of a hlb1/ min7/ben1 double mutant showed that hlb1 and min7/ben1 operate in common genetic pathways. Based on these data, we propose that HLB1 together with MIN7/BEN1 form a complex with actin to modulate the function of the TGN/EE at the intersection of the exocytic and endocytic pathways in plants."
252,"Heat Shock Factor A2 (HsfA2) is part of the Heat Shock Factor (HSF) network, and plays an essential role beyond heat shock in environmental stress responses and cellular homeostatic control. Arabidopsis thaliana cell cultures derived from wild type (WT) ecotype Col-0 and a knockout line deficient in the gene encoding HSFA2 (HSFA2 KO) were grown aboard the International Space Station (ISS) to ascertain whether the HSF network functions in the adaptation to the novel environment of spaceflight. Microarray gene expression data were analyzed using a two-part comparative approach. First, genes differentially expressed between the two environments (spaceflight to ground) were identified within the same genotype, which represented physiological adaptation to spaceflight. Second, gene expression profiles were compared between the two genotypes (HSFA2 KO to WT) within the same environment, which defined genes uniquely required by each genotype on the ground and in spaceflight-adapted states. Results showed that the endoplasmic reticulum (ER) stress and unfolded protein response (UPR) define the HSFA2 KO cells' physiological state irrespective of the environment, and likely resulted from a deficiency in the chaperone-mediated protein folding machinery in the mutant. Results further suggested that additional to its universal stress response role, HsfA2 also has specific roles in the physiological adaptation to spaceflight through cell wall remodeling, signal perception and transduction, and starch biosynthesis. Disabling HsfA2 altered the physiological state of the cells, and impacted the mechanisms induced to adapt to spaceflight, and identified HsfA2-dependent genes that are important to the adaption of wild type cells to spaceflight. Collectively these data indicate a non-thermal role for the HSF network in spaceflight adaptation."
253,"The Advanced Plant Habitat (APH) is the largest research plant growth facility deployed on the International Space Station (ISS). APH is a fully enclosed, closed-loop plant life support system with an environmentally controlled growth chamber designed for conducting both fundamental and applied plant research during experiments extending as long as 135 days. APH was delivered to the ISS in"
